time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.magnetic_field.x,.magnetic_field.y,.magnetic_field.z,.magnetic_field_covariance
2025/07/05/17:47:55.674423,9374,1751712475,681026008,base_link,-325000.0,-252999.99999999997,233000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:55.757723,9375,1751712475,761049008,base_link,-333000.0,-249999.99999999997,235000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:55.874264,9376,1751712475,880969008,base_link,-328000.0,-245999.99999999997,229000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:55.995198,9377,1751712476,1758008,base_link,-334000.0,-237999.99999999997,228000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.095335,9378,1751712476,101968008,base_link,-345000.0,-232999.99999999997,236000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.195589,9379,1751712476,201993008,base_link,-340000.0,-226999.99999999997,230000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.295305,9380,1751712476,302217008,base_link,-351000.0,-221999.99999999997,233000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.474953,9381,1751712476,481088008,base_link,-344000.0,-216999.99999999997,229000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.595742,9382,1751712476,602244008,base_link,-354000.0,-206999.99999999997,230000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.676078,9383,1751712476,682197008,base_link,-354000.0,-206999.99999999997,230000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.774326,9384,1751712476,780746008,base_link,-351000.0,-201999.99999999997,228000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.854777,9385,1751712476,861335008,base_link,-356000.0,-199999.99999999997,228000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:56.995538,9386,1751712477,1745008,base_link,-359000.0,-190999.99999999997,227000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.055025,9387,1751712477,61338008,base_link,-359000.0,-190999.99999999997,227000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.134765,9388,1751712477,141302008,base_link,-363000.0,-185999.99999999997,230000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.237625,9389,1751712477,244175008,base_link,-362000.0,-179999.99999999997,222000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.315622,9390,1751712477,321962008,base_link,-365000.0,-175999.99999999997,226000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.437873,9391,1751712477,444406008,base_link,-373000.0,-167999.99999999997,229000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.596373,9392,1751712477,602685008,base_link,-370000.0,-157999.99999999997,224000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.674566,9393,1751712477,681316008,base_link,-370000.0,-157999.99999999997,224000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.774647,9394,1751712477,781266008,base_link,-370000.0,-151999.99999999997,224000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.895513,9395,1751712477,901767008,base_link,-371000.0,-141999.99999999997,224000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:57.996449,9396,1751712478,2628008,base_link,-377000.0,-136999.99999999997,225000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.094851,9397,1751712478,101770008,base_link,-375000.0,-132999.99999999997,223000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.174293,9398,1751712478,181141008,base_link,-375000.0,-132999.99999999997,223000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.274149,9399,1751712478,280682008,base_link,-377000.0,-125999.99999999997,223000.00000000003,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.395449,9400,1751712478,402092008,base_link,-383000.0,-115999.99999999997,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.554085,9401,1751712478,560481008,base_link,-381000.0,-110999.99999999997,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.637173,9402,1751712478,643383008,base_link,-380000.0,-105999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.715713,9403,1751712478,722049008,base_link,-382000.0,-100999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.815665,9404,1751712478,822495008,base_link,-387000.0,-96999.99999999997,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:58.934546,9405,1751712478,940622008,base_link,-388000.0,-92999.99999999997,225000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.054564,9406,1751712479,60635008,base_link,-383000.0,-86999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.154776,9407,1751712479,160699008,base_link,-382000.0,-81999.99999999997,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.274797,9408,1751712479,280751008,base_link,-387000.0,-78999.99999999997,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.415635,9409,1751712479,421917008,base_link,-386000.0,-68999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.574727,9410,1751712479,581161008,base_link,-381000.0,-64999.99999999997,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.674602,9411,1751712479,681033008,base_link,-386000.0,-59999.99999999997,219000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.774283,9412,1751712479,780947008,base_link,-385000.0,-53999.99999999997,219000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.874796,9413,1751712479,881076008,base_link,-388000.0,-50999.99999999997,218000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:47:59.996292,9414,1751712480,2509008,base_link,-389000.0,-41999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.054690,9415,1751712480,61142008,base_link,-389000.0,-41999.99999999997,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.174474,9416,1751712480,180899008,base_link,-388000.0,-35999.99999999997,218000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.256365,9417,1751712480,260609008,base_link,-384000.0,-32999.99999999997,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.334212,9418,1751712480,341351008,base_link,-385000.0,-28999.999999999975,218000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.534001,9419,1751712480,540667008,base_link,-385000.0,-18999.999999999975,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.618495,9420,1751712480,624950008,base_link,-383000.0,-14999.999999999973,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.695705,9421,1751712480,702410008,base_link,-388000.0,-9999.999999999973,219000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.796122,9422,1751712480,802642008,base_link,-379000.0,-5999.999999999974,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.895516,9423,1751712480,901967008,base_link,-381000.0,2.645237086158283e-11,216000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:00.974134,9424,1751712480,980929008,base_link,-381000.0,2.645237086158283e-11,216000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.074188,9425,1751712481,80946008,base_link,-381000.0,2000.0000000000264,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.174484,9426,1751712481,181005008,base_link,-385000.0,8000.000000000026,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.274367,9427,1751712481,280978008,base_link,-380000.0,12000.000000000025,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.396111,9428,1751712481,402472008,base_link,-375000.0,21000.000000000025,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.574654,9429,1751712481,580659008,base_link,-379000.0,25000.000000000025,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.675404,9430,1751712481,682197008,base_link,-378000.0,28000.000000000025,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.754772,9431,1751712481,761343008,base_link,-375000.0,32000.000000000025,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.874649,9432,1751712481,880738008,base_link,-373000.0,38000.00000000003,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:01.996323,9433,1751712482,2708008,base_link,-373000.0,45000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.074937,9434,1751712482,81147008,base_link,-373000.0,45000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.154583,9435,1751712482,161317008,base_link,-373000.0,51000.00000000003,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.274368,9436,1751712482,281148008,base_link,-369000.0,55000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.354691,9437,1751712482,361328008,base_link,-369000.0,60000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.574339,9438,1751712482,581184008,base_link,-365000.0,66000.00000000003,213000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.675519,9439,1751712482,681517008,base_link,-359000.0,69000.00000000003,213000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.754583,9440,1751712482,761110008,base_link,-366000.0,73000.00000000003,216000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.874947,9441,1751712482,881510008,base_link,-362000.0,79000.00000000003,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:02.996187,9442,1751712483,2620008,base_link,-360000.0,85000.00000000003,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.074979,9443,1751712483,80907008,base_link,-360000.0,85000.00000000003,217000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.174163,9444,1751712483,180988008,base_link,-353000.0,90000.00000000003,212000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.254788,9445,1751712483,261277008,base_link,-351000.0,95000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.374631,9446,1751712483,380720008,base_link,-356000.0,98000.00000000003,216000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.534498,9447,1751712483,541399008,base_link,-350000.0,106000.00000000003,214000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.638384,9448,1751712483,641290008,base_link,-345000.0,111000.00000000003,212000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.754850,9449,1751712483,761054008,base_link,-345000.0,112000.00000000003,215000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.834684,9450,1751712483,841306008,base_link,-346000.0,119000.00000000003,213999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:03.975018,9451,1751712483,980980008,base_link,-343000.0,121000.00000000003,214999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.075303,9452,1751712484,81207008,base_link,-340000.0,126000.00000000003,212999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.176381,9453,1751712484,181052008,base_link,-322000.0,129000.00000000003,198999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.254363,9454,1751712484,261309008,base_link,-323000.0,134000.00000000003,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.396149,9455,1751712484,402545008,base_link,-321000.0,142000.00000000003,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.574080,9456,1751712484,580722008,base_link,-312000.0,147000.00000000003,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.675075,9457,1751712484,681397008,base_link,-297000.0,152000.00000000003,195999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.754356,9458,1751712484,761380008,base_link,-307000.0,156000.00000000003,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.875801,9459,1751712484,880954008,base_link,-297000.0,163000.00000000003,194999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:04.995771,9460,1751712485,2560008,base_link,-294000.0,174000.00000000003,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.074734,9461,1751712485,81204008,base_link,-294000.0,174000.00000000003,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.174256,9462,1751712485,180680008,base_link,-300000.0,180000.00000000003,206999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.274372,9463,1751712485,280905008,base_link,-285000.0,185000.00000000003,198999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.418205,9464,1751712485,424552008,base_link,-286000.0,195000.00000000003,210999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.574072,9465,1751712485,581206008,base_link,-272000.0,201000.00000000003,202999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.654456,9466,1751712485,661395008,base_link,-269000.0,206000.00000000003,205999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.773999,9467,1751712485,780987008,base_link,-262000.0,210000.00000000003,199999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.874902,9468,1751712485,881542008,base_link,-261000.0,218000.00000000003,205999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:05.996472,9469,1751712486,2881008,base_link,-230000.0,238000.00000000003,207999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.095110,9470,1751712486,101879008,base_link,-237000.0,239000.00000000003,209999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.195979,9471,1751712486,202468008,base_link,-236000.0,243000.00000000003,202999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.254399,9472,1751712486,261130008,base_link,-236000.0,243000.00000000003,202999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.354428,9473,1751712486,361331008,base_link,-255000.0,235000.00000000003,191999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.553895,9474,1751712486,560686008,base_link,-257000.0,222000.00000000003,216999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.634458,9475,1751712486,641170008,base_link,-265000.0,206000.00000000003,218999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.715295,9476,1751712486,721748008,base_link,-276000.0,198000.00000000003,230999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.819042,9477,1751712486,824631008,base_link,-273000.0,197000.00000000003,226999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.895549,9478,1751712486,902560008,base_link,-268000.0,206000.00000000003,218999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:06.998350,9479,1751712487,2719008,base_link,-263000.0,219000.00000000003,208999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.095080,9480,1751712487,101755008,base_link,-263000.0,230000.00000000003,208999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.196024,9481,1751712487,202700008,base_link,-252000.0,237000.00000000003,206999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.274254,9482,1751712487,280740008,base_link,-252000.0,237000.00000000003,206999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.395985,9483,1751712487,402580008,base_link,-248000.0,243000.00000000003,220999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.554312,9484,1751712487,560587008,base_link,-238000.0,246000.00000000003,216999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.637247,9485,1751712487,644205008,base_link,-228000.0,252000.00000000003,217999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.753749,9486,1751712487,760612008,base_link,-218000.0,257000.00000000003,211999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.854118,9487,1751712487,860655008,base_link,-221000.0,264000.0,219999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:07.973951,9488,1751712487,981330008,base_link,-203000.0,269000.0,208999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.076135,9489,1751712488,81343008,base_link,-199000.0,274000.0,210999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.175299,9490,1751712488,180702008,base_link,-199000.0,279000.0,219999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.275645,9491,1751712488,281567008,base_link,-188000.0,284000.0,221999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.418294,9492,1751712488,424544008,base_link,-160000.0,299000.0,225999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.574477,9493,1751712488,581091008,base_link,-156000.0,305000.0,222999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.674783,9494,1751712488,681322008,base_link,-170000.0,300000.0,195999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.754100,9495,1751712488,761301008,base_link,-168000.0,302000.0,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.854765,9496,1751712488,860751008,base_link,-165000.0,296000.0,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:08.955057,9497,1751712488,960686008,base_link,-186000.0,282000.0,224999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.053940,9498,1751712489,60552008,base_link,-203000.0,269000.00000000006,238999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.154667,9499,1751712489,160948008,base_link,-196000.0,263000.00000000006,239999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.254815,9500,1751712489,260655008,base_link,-187000.0,272000.0,230999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
