time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.magnetic_field.x,.magnetic_field.y,.magnetic_field.z,.magnetic_field_covariance
2025/07/05/17:48:09.354079,9501,1751712489,360595008,base_link,-180000.0,280000.0,216999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.516608,9502,1751712489,521408008,base_link,-133000.0,306000.0,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.596462,9503,1751712489,602765008,base_link,-116000.0,307000.0,206999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.675536,9504,1751712489,681756008,base_link,-116000.0,307000.0,206999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.795699,9505,1751712489,802385008,base_link,-111000.0,312000.0,220999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.855437,9506,1751712489,861284008,base_link,-111000.0,312000.0,220999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:09.975277,9507,1751712489,980791008,base_link,-106000.0,316000.0,219999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.075902,9508,1751712490,81117008,base_link,-79000.0,323000.0,185999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.175750,9509,1751712490,181191008,base_link,-57000.0,333000.0,157999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.275118,9510,1751712490,280668008,base_link,-49000.0,329000.0,184999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.395549,9511,1751712490,402396008,base_link,-82000.0,335000.0,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.534631,9512,1751712490,541037008,base_link,-60000.0,328000.0,164999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.617942,9513,1751712490,624744008,base_link,-59000.0,330000.0,195999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.733335,9514,1751712490,740646008,base_link,-68000.0,328000.0,178999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.817934,9515,1751712490,824714008,base_link,-87000.0,330000.0,207999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:10.915407,9516,1751712490,922136008,base_link,-48000.0,328000.0,180999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.018105,9517,1751712491,24961008,base_link,-62000.0,328000.0,168999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.095186,9518,1751712491,102200008,base_link,-96000.0,323000.0,161999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.196251,9519,1751712491,202937008,base_link,-87000.0,323000.0,169999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.294730,9520,1751712491,301596008,base_link,-96000.0,307000.0,170999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.418648,9521,1751712491,424194008,base_link,-157000.0,297000.0,233999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.575739,9522,1751712491,581353008,base_link,-144000.0,288000.00000000006,237999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.634434,9523,1751712491,641154008,base_link,-138000.0,280000.00000000006,244999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.754098,9524,1751712491,760530008,base_link,-119000.0,277000.0,195999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.817682,9525,1751712491,824731008,base_link,-131000.0,289000.0,198999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:11.933834,9526,1751712491,940612008,base_link,-82000.0,312000.0,188999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.018730,9527,1751712492,24987008,base_link,-89000.0,313000.0,193999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.116024,9528,1751712492,121563008,base_link,-53000.0,326000.0,189999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.196336,9529,1751712492,202920008,base_link,-109000.0,330000.0,185999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.294862,9530,1751712492,301918008,base_link,-75000.0,323000.0,149999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.437466,9531,1751712492,443692008,base_link,-117000.0,317000.0,148999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.555605,9532,1751712492,560588008,base_link,-103000.0,308000.0,173999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.635896,9533,1751712492,641371008,base_link,-100000.0,296000.0,208999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.733920,9534,1751712492,740549008,base_link,-153000.0,291000.0,214999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.817963,9535,1751712492,824721008,base_link,-123000.0,277000.0,223999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:12.915856,9536,1751712492,921369008,base_link,-142000.0,273000.0,221999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.018079,9537,1751712493,24738008,base_link,-174000.0,280000.00000000006,238999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.095745,9538,1751712493,102221008,base_link,-97000.0,294000.0,192999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.195092,9539,1751712493,202275008,base_link,-77000.0,305000.0,150999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.274081,9540,1751712493,280655008,base_link,-77000.0,305000.0,150999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.395711,9541,1751712493,402198008,base_link,-82000.0,315000.0,183999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.574268,9542,1751712493,580748008,base_link,-66000.0,325000.0,179999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.674306,9543,1751712493,681601008,base_link,-48000.0,319000.0,183999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.774517,9544,1751712493,781154008,base_link,-25000.0,330000.0,180999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.854122,9545,1751712493,861319008,base_link,-9000.0,333000.0,171999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:13.973850,9546,1751712493,981015008,base_link,9000.0,340000.0,203999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.054407,9547,1751712494,61355008,base_link,47000.0,347000.0,122999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.154476,9548,1751712494,161335008,base_link,24000.0,348000.0,148999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.234248,9549,1751712494,241347008,base_link,30000.0,352000.0,143999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.353845,9550,1751712494,360645008,base_link,-2000.0,355000.0,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.515149,9551,1751712494,521719008,base_link,22000.0,353000.0,168999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.595854,9552,1751712494,602596008,base_link,-33000.0,359000.0,121999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.695117,9553,1751712494,701766008,base_link,27000.0,354000.0,59999.999999999956,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.795500,9554,1751712494,802264008,base_link,1000.0,343000.0,146999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.874460,9555,1751712494,881527008,base_link,1000.0,343000.0,146999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:14.995445,9556,1751712495,2251008,base_link,-24000.0,315000.0,182999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.074261,9557,1751712495,80740008,base_link,-24000.0,315000.0,182999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.173709,9558,1751712495,180917008,base_link,31000.0,295000.0,174999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.274738,9559,1751712495,281052008,base_link,-29000.0,300000.0,204999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.374096,9560,1751712495,380624008,base_link,9000.0,322000.0,212999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.553868,9561,1751712495,560701008,base_link,42000.0,357000.0,167999.99999999994,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.654602,9562,1751712495,660679008,base_link,-2000.0,363000.0,130999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.734056,9563,1751712495,740559008,base_link,5000.0,361000.0,122999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.817587,9564,1751712495,824621008,base_link,9000.0,356000.0,90999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.914380,9565,1751712495,921574008,base_link,14000.0,331000.0,160999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:15.996361,9566,1751712496,2899008,base_link,-24000.0,333000.0,133999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.094626,9567,1751712496,101922008,base_link,-34000.0,312000.0,130999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.195987,9568,1751712496,202586008,base_link,-67000.0,314000.0,144999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.273808,9569,1751712496,281011008,base_link,-67000.0,314000.0,144999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.395706,9570,1751712496,402439008,base_link,-22000.0,309000.0,139999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.514841,9571,1751712496,521943008,base_link,-82000.0,299000.0,159999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.596297,9572,1751712496,602750008,base_link,-67000.0,282000.0,152999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.675097,9573,1751712496,681992008,base_link,-67000.0,282000.0,152999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.794890,9574,1751712496,802186008,base_link,-42000.0,285000.0,170999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.874088,9575,1751712496,880765008,base_link,-42000.0,285000.0,170999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:16.995286,9576,1751712497,1990008,base_link,-6000.0,326000.0,105999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.094875,9577,1751712497,101626008,base_link,-22000.0,344000.0,149999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.195063,9578,1751712497,201975008,base_link,-30000.0,343000.0,78999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.254189,9579,1751712497,261111008,base_link,-30000.0,343000.0,78999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.334298,9580,1751712497,341123008,base_link,-66000.0,328000.0,81999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.514873,9581,1751712497,521709008,base_link,-95000.0,300000.0,144999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.596463,9582,1751712497,602977008,base_link,-85000.0,285000.0,173999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.674495,9583,1751712497,681740008,base_link,-85000.0,285000.0,173999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.774499,9584,1751712497,780947008,base_link,-124000.0,274000.0,190999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.873732,9585,1751712497,881007008,base_link,-92000.0,262000.00000000003,189999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:17.995517,9586,1751712498,2451008,base_link,-95000.0,286000.0,184999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.073686,9587,1751712498,80676008,base_link,-95000.0,286000.0,184999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.173583,9588,1751712498,181128008,base_link,-51000.0,298000.0,157999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.254256,9589,1751712498,261325008,base_link,-108000.0,327000.0,154999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.373543,9590,1751712498,380750008,base_link,-76000.0,328000.0,161999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.553821,9591,1751712498,560664008,base_link,4000.0,344000.0,172999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.653653,9592,1751712498,660674008,base_link,39000.0,351000.0,144999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.753934,9593,1751712498,760694008,base_link,1000.0,352000.0,143999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.834522,9594,1751712498,841381008,base_link,-6000.0,357000.0,79999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:18.953979,9595,1751712498,960520008,base_link,-43000.0,359000.0,119999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.034274,9596,1751712499,41309008,base_link,-33000.0,348000.0,163999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.153855,9597,1751712499,160711008,base_link,-15000.0,325000.0,149999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.253871,9598,1751712499,260559008,base_link,-38000.0,295000.0,191999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.353917,9599,1751712499,360747008,base_link,-47000.0,289000.0,181999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.454271,9600,1751712499,461560008,base_link,-22000.0,295000.0,195999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.595880,9601,1751712499,602920008,base_link,15000.0,334000.0,175999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.694538,9602,1751712499,701377008,base_link,32000.0,352000.0,164999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.795318,9603,1751712499,802232008,base_link,63000.0,359000.0,137999.99999999994,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.854351,9604,1751712499,861302008,base_link,63000.0,359000.0,137999.99999999994,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:19.995428,9605,1751712500,2412008,base_link,8000.0,353000.0,123999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.074666,9606,1751712500,81282008,base_link,8000.0,353000.0,123999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.173752,9607,1751712500,180718008,base_link,-50000.0,360000.0,151999.99999999994,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.273640,9608,1751712500,281371008,base_link,-37000.0,335000.0,193999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.354277,9609,1751712500,361331008,base_link,-51000.0,323000.0,177999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.573364,9610,1751712500,580684008,base_link,-43000.0,291000.0,217999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.653652,9611,1751712500,660615008,base_link,-29000.0,308000.0,183999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.734191,9612,1751712500,741344008,base_link,7000.0,313000.0,167999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.834139,9613,1751712500,841359008,base_link,8000.0,335000.0,133999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:20.953375,9614,1751712500,960715008,base_link,22000.0,343000.0,158999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.053626,9615,1751712501,60588008,base_link,43000.0,345000.0,129999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.153957,9616,1751712501,160700008,base_link,85000.0,343000.0,129999.99999999996,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.234196,9617,1751712501,241110008,base_link,74000.0,343000.0,159999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.353810,9618,1751712501,360598008,base_link,92000.0,343000.0,177999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.533925,9619,1751712501,540619008,base_link,59000.0,358000.0,191999.99999999994,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.617656,9620,1751712501,624682008,base_link,95000.0,351000.0,235999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.714751,9621,1751712501,721377008,base_link,120000.0,348000.0,207999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.795862,9622,1751712501,802930008,base_link,123000.0,345000.0,200999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.914643,9623,1751712501,921591008,base_link,169000.0,336000.0,164999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:21.995823,9624,1751712502,2741008,base_link,202000.0,334000.0,157999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.094586,9625,1751712502,101375008,base_link,214000.0,329000.0,162999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.154301,9626,1751712502,161017008,base_link,214000.0,329000.0,162999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.253319,9627,1751712502,260588008,base_link,228000.0,322000.0,201999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.334024,9628,1751712502,341347008,base_link,218000.0,324000.0,178999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.533578,9629,1751712502,540632008,base_link,232000.0,312000.0,188999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.617551,9630,1751712502,624723008,base_link,249000.0,307000.0,154999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.733476,9631,1751712502,740587008,base_link,274000.0,298000.0,153999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.817507,9632,1751712502,824675008,base_link,304000.0,286000.0,208999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:48:22.914689,9633,1751712502,922035008,base_link,314000.0,284000.0,149999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
