time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fix_type,.lat,.lon,.alt,.eph,.epv,.vel,.cog,.satellites_visible,.alt_ellipsoid,.h_acc,.v_acc,.vel_acc,.hdg_acc,.yaw,.dgps_numch,.dgps_age
2025/07/05/17:49:30.951321,10278,1751712570,787147008,/wgs84,3,-72871463,1127959351,21100,57,89,27,17707,21,38429,1323,2024,379,0,0,255,4294967295
2025/07/05/17:49:31.051637,10279,1751712570,987147008,/wgs84,3,-72871469,1127959354,21040,57,89,25,17707,21,38369,1325,2027,428,0,0,255,4294967295
2025/07/05/17:49:31.151174,10280,1751712570,987147008,/wgs84,3,-72871469,1127959354,21040,57,89,25,17707,21,38369,1325,2027,428,0,0,255,4294967295
2025/07/05/17:49:31.250918,10281,1751712571,187147008,/wgs84,3,-72871471,1127959355,21060,57,89,17,17707,21,38389,1328,2027,244,0,0,255,4294967295
2025/07/05/17:49:31.351054,10282,1751712571,187147008,/wgs84,3,-72871471,1127959355,21060,57,89,17,17707,21,38389,1328,2027,244,0,0,255,4294967295
2025/07/05/17:49:31.531724,10283,1751712571,387147008,/wgs84,3,-72871473,1127959356,21070,57,89,21,17707,21,38399,1328,2026,326,0,0,255,4294967295
2025/07/05/17:49:31.612003,10284,1751712571,587147008,/wgs84,3,-72871477,1127959357,20990,57,89,26,17707,21,38319,1328,2025,446,0,0,255,4294967295
2025/07/05/17:49:31.692938,10285,1751712571,587147008,/wgs84,3,-72871477,1127959357,20990,57,89,26,17707,21,38319,1328,2025,446,0,0,255,4294967295
2025/07/05/17:49:31.792958,10286,1751712571,787147008,/wgs84,3,-72871484,1127959360,20860,57,89,25,17707,21,38189,1325,2022,413,0,0,255,4294967295
2025/07/05/17:49:31.871550,10287,1751712571,787147008,/wgs84,3,-72871484,1127959360,20860,57,89,25,17707,21,38189,1325,2022,413,0,0,255,4294967295
2025/07/05/17:49:31.993050,10288,1751712571,787147008,/wgs84,3,-72871484,1127959360,20860,57,89,25,17707,21,38189,1325,2022,413,0,0,255,4294967295
2025/07/05/17:49:32.071635,10289,1751712571,987147008,/wgs84,3,-72871490,1127959365,20790,57,89,27,17707,21,38119,1317,2016,307,0,0,255,4294967295
2025/07/05/17:49:32.171680,10290,1751712571,987147008,/wgs84,3,-72871490,1127959365,20790,57,89,27,17707,21,38119,1317,2016,307,0,0,255,4294967295
2025/07/05/17:49:32.291889,10291,1751712572,187147008,/wgs84,3,-72871496,1127959368,20730,57,89,30,17707,21,38059,1309,2011,331,0,0,255,4294967295
2025/07/05/17:49:32.413028,10292,1751712572,387147008,/wgs84,3,-72871500,1127959371,20690,57,89,31,17707,21,38018,1306,2012,402,0,0,255,4294967295
2025/07/05/17:49:32.531309,10293,1751712572,387147008,/wgs84,3,-72871500,1127959371,20690,57,89,31,17707,21,38018,1306,2012,402,0,0,255,4294967295
2025/07/05/17:49:32.652927,10294,1751712572,587147008,/wgs84,3,-72871503,1127959373,20670,57,89,20,17707,21,37999,1304,2011,343,0,0,255,4294967295
2025/07/05/17:49:32.751395,10295,1751712572,587147008,/wgs84,3,-72871503,1127959373,20670,57,89,20,17707,21,37999,1304,2011,343,0,0,255,4294967295
2025/07/05/17:49:32.853828,10296,1751712572,787147008,/wgs84,3,-72871507,1127959375,20640,57,89,33,17707,21,37969,1302,2010,432,0,0,255,4294967295
2025/07/05/17:49:32.953057,10297,1751712572,787147008,/wgs84,3,-72871507,1127959375,20640,57,89,33,17707,21,37969,1302,2010,432,0,0,255,4294967295
2025/07/05/17:49:33.053440,10298,1751712572,987147008,/wgs84,3,-72871509,1127959377,20660,56,87,24,17707,22,37988,1302,2009,417,0,0,255,4294967295
2025/07/05/17:49:33.151759,10299,1751712572,987147008,/wgs84,3,-72871509,1127959377,20660,56,87,24,17707,22,37988,1302,2009,417,0,0,255,4294967295
2025/07/05/17:49:33.251396,10300,1751712573,187147008,/wgs84,3,-72871511,1127959381,20640,56,87,19,17707,22,37969,1303,2008,399,0,0,255,4294967295
2025/07/05/17:49:33.351193,10301,1751712573,187147008,/wgs84,3,-72871511,1127959381,20640,56,87,19,17707,22,37969,1303,2008,399,0,0,255,4294967295
2025/07/05/17:49:33.531774,10302,1751712573,387147008,/wgs84,3,-72871513,1127959383,20660,56,87,19,17707,22,37989,1304,2007,336,0,0,255,4294967295
2025/07/05/17:49:33.615119,10303,1751712573,587147008,/wgs84,3,-72871517,1127959386,20640,56,87,35,17707,22,37969,1305,2007,423,0,0,255,4294967295
2025/07/05/17:49:33.692299,10304,1751712573,587147008,/wgs84,3,-72871517,1127959386,20640,56,87,35,17707,22,37969,1305,2007,423,0,0,255,4294967295
2025/07/05/17:49:33.792408,10305,1751712573,587147008,/wgs84,3,-72871517,1127959386,20640,56,87,35,17707,22,37969,1305,2007,423,0,0,255,4294967295
2025/07/05/17:49:33.892141,10306,1751712573,787147008,/wgs84,3,-72871523,1127959391,20620,56,87,51,15728,22,37949,1307,2008,467,0,0,255,4294967295
2025/07/05/17:49:33.971402,10307,1751712573,787147008,/wgs84,3,-72871523,1127959391,20620,56,87,51,15728,22,37949,1307,2008,467,0,0,255,4294967295
2025/07/05/17:49:34.072348,10308,1751712573,987147008,/wgs84,3,-72871531,1127959395,20550,57,89,38,15728,21,37879,1306,2008,307,0,0,255,4294967295
2025/07/05/17:49:34.192771,10309,1751712573,987147008,/wgs84,3,-72871531,1127959395,20550,57,89,38,15728,21,37879,1306,2008,307,0,0,255,4294967295
2025/07/05/17:49:34.271030,10310,1751712574,187147008,/wgs84,3,-72871538,1127959397,20550,57,89,58,15372,21,37879,1300,1992,334,0,0,255,4294967295
2025/07/05/17:49:34.392424,10311,1751712574,187147008,/wgs84,3,-72871538,1127959397,20550,57,89,58,15372,21,37879,1300,1992,334,0,0,255,4294967295
2025/07/05/17:49:34.572272,10312,1751712574,387147008,/wgs84,3,-72871545,1127959403,20590,56,87,58,14491,22,37919,1295,1980,399,0,0,255,4294967295
2025/07/05/17:49:34.671901,10313,1751712574,587147008,/wgs84,3,-72871550,1127959407,20690,56,87,58,14328,22,38019,1290,1968,346,0,0,255,4294967295
2025/07/05/17:49:34.772270,10314,1751712574,587147008,/wgs84,3,-72871550,1127959407,20690,56,87,58,14328,22,38019,1290,1968,346,0,0,255,4294967295
2025/07/05/17:49:34.872225,10315,1751712574,787147008,/wgs84,3,-72871561,1127959413,20670,56,87,69,15029,22,37999,1281,1956,298,0,0,255,4294967295
2025/07/05/17:49:34.992215,10316,1751712574,787147008,/wgs84,3,-72871561,1127959413,20670,56,87,69,15029,22,37999,1281,1956,298,0,0,255,4294967295
2025/07/05/17:49:35.071736,10317,1751712574,987147008,/wgs84,3,-72871571,1127959420,20670,56,87,54,14402,22,37999,1275,1944,371,0,0,255,4294967295
2025/07/05/17:49:35.171490,10318,1751712574,987147008,/wgs84,3,-72871571,1127959420,20670,56,87,54,14402,22,37999,1275,1944,371,0,0,255,4294967295
2025/07/05/17:49:35.271807,10319,1751712575,187147008,/wgs84,3,-72871581,1127959429,20690,57,89,79,13855,21,38019,1269,1930,330,0,0,255,4294967295
2025/07/05/17:49:35.351136,10320,1751712575,187147008,/wgs84,3,-72871581,1127959429,20690,57,89,79,13855,21,38019,1269,1930,330,0,0,255,4294967295
2025/07/05/17:49:35.512122,10321,1751712575,387147008,/wgs84,3,-72871592,1127959439,20660,59,92,76,13306,20,37989,1261,1923,319,0,0,255,4294967295
2025/07/05/17:49:35.611995,10322,1751712575,587147008,/wgs84,3,-72871601,1127959454,20610,58,90,78,12693,21,37939,1254,1922,321,0,0,255,4294967295
2025/07/05/17:49:35.692127,10323,1751712575,587147008,/wgs84,3,-72871601,1127959454,20610,58,90,78,12693,21,37939,1254,1922,321,0,0,255,4294967295
2025/07/05/17:49:35.770979,10324,1751712575,587147008,/wgs84,3,-72871601,1127959454,20610,58,90,78,12693,21,37939,1254,1922,321,0,0,255,4294967295
2025/07/05/17:49:35.871840,10325,1751712575,787147008,/wgs84,3,-72871612,1127959465,20570,56,87,81,12994,22,37898,1246,1916,305,0,0,255,4294967295
2025/07/05/17:49:35.992286,10326,1751712575,787147008,/wgs84,3,-72871612,1127959465,20570,56,87,81,12994,22,37898,1246,1916,305,0,0,255,4294967295
2025/07/05/17:49:36.071536,10327,1751712575,987147008,/wgs84,3,-72871621,1127959477,20590,56,87,79,12558,22,37919,1239,1909,354,0,0,255,4294967295
2025/07/05/17:49:36.171522,10328,1751712575,987147008,/wgs84,3,-72871621,1127959477,20590,56,87,79,12558,22,37919,1239,1909,354,0,0,255,4294967295
2025/07/05/17:49:36.251931,10329,1751712576,187147008,/wgs84,3,-72871630,1127959489,20570,58,90,90,12798,21,37899,1235,1904,387,0,0,255,4294967295
2025/07/05/17:49:36.351155,10330,1751712576,187147008,/wgs84,3,-72871630,1127959489,20570,58,90,90,12798,21,37899,1235,1904,387,0,0,255,4294967295
2025/07/05/17:49:36.551974,10331,1751712576,387147008,/wgs84,3,-72871640,1127959498,20630,58,90,73,13373,21,37958,1232,1894,325,0,0,255,4294967295
2025/07/05/17:49:36.650811,10332,1751712576,587147008,/wgs84,3,-72871653,1127959506,20620,56,87,96,13652,22,37949,1231,1888,383,0,0,255,4294967295
2025/07/05/17:49:36.730879,10333,1751712576,587147008,/wgs84,3,-72871653,1127959506,20620,56,87,96,13652,22,37949,1231,1888,383,0,0,255,4294967295
2025/07/05/17:49:36.833702,10334,1751712576,787147008,/wgs84,3,-72871666,1127959517,20580,56,87,103,12851,22,37909,1228,1878,387,0,0,255,4294967295
2025/07/05/17:49:36.912130,10335,1751712576,787147008,/wgs84,3,-72871666,1127959517,20580,56,87,103,12851,22,37909,1228,1878,387,0,0,255,4294967295
2025/07/05/17:49:37.033952,10336,1751712576,987147008,/wgs84,3,-72871675,1127959528,20590,56,87,98,12678,22,37919,1220,1867,318,0,0,255,4294967295
2025/07/05/17:49:37.131081,10337,1751712576,987147008,/wgs84,3,-72871675,1127959528,20590,56,87,98,12678,22,37919,1220,1867,318,0,0,255,4294967295
2025/07/05/17:49:37.233570,10338,1751712577,187147008,/wgs84,3,-72871683,1127959538,20650,61,102,89,12838,20,37979,1216,1859,349,0,0,255,4294967295
2025/07/05/17:49:37.311850,10339,1751712577,187147008,/wgs84,3,-72871683,1127959538,20650,61,102,89,12838,20,37979,1216,1859,349,0,0,255,4294967295
2025/07/05/17:49:37.451216,10340,1751712577,387147008,/wgs84,3,-72871692,1127959547,20710,61,102,89,12974,20,38038,1212,1849,340,0,0,255,4294967295
2025/07/05/17:49:37.571128,10341,1751712577,387147008,/wgs84,3,-72871692,1127959547,20710,61,102,89,12974,20,38038,1212,1849,340,0,0,255,4294967295
2025/07/05/17:49:37.671656,10342,1751712577,587147008,/wgs84,3,-72871703,1127959558,20670,61,102,86,12320,20,37999,1206,1836,345,0,0,255,4294967295
2025/07/05/17:49:37.751321,10343,1751712577,587147008,/wgs84,3,-72871703,1127959558,20670,61,102,86,12320,20,37999,1206,1836,345,0,0,255,4294967295
2025/07/05/17:49:37.851043,10344,1751712577,787147008,/wgs84,3,-72871712,1127959569,20600,59,92,98,12223,20,37929,1199,1825,305,0,0,255,4294967295
2025/07/05/17:49:37.971223,10345,1751712577,787147008,/wgs84,3,-72871712,1127959569,20600,59,92,98,12223,20,37929,1199,1825,305,0,0,255,4294967295
2025/07/05/17:49:38.050781,10346,1751712577,987147008,/wgs84,3,-72871721,1127959584,20560,61,102,92,11726,20,37889,1187,1813,287,0,0,255,4294967295
2025/07/05/17:49:38.151057,10347,1751712577,987147008,/wgs84,3,-72871721,1127959584,20560,61,102,92,11726,20,37889,1187,1813,287,0,0,255,4294967295
2025/07/05/17:49:38.251616,10348,1751712578,187147008,/wgs84,3,-72871728,1127959597,20540,64,109,80,11621,19,37869,1181,1803,333,0,0,255,4294967295
2025/07/05/17:49:38.351129,10349,1751712578,187147008,/wgs84,3,-72871728,1127959597,20540,64,109,80,11621,19,37869,1181,1803,333,0,0,255,4294967295
2025/07/05/17:49:38.530851,10350,1751712578,387147008,/wgs84,3,-72871732,1127959611,20550,64,109,97,10677,19,37879,1178,1794,351,0,0,255,4294967295
2025/07/05/17:49:38.630770,10351,1751712578,587147008,/wgs84,3,-72871734,1127959625,20660,61,102,99,11208,20,37989,1173,1784,312,0,0,255,4294967295
2025/07/05/17:49:38.711904,10352,1751712578,587147008,/wgs84,3,-72871734,1127959625,20660,61,102,99,11208,20,37989,1173,1784,312,0,0,255,4294967295
2025/07/05/17:49:38.814420,10353,1751712578,787147008,/wgs84,3,-72871743,1127959642,20700,61,102,114,11509,20,38028,1171,1774,399,0,0,255,4294967295
2025/07/05/17:49:38.892240,10354,1751712578,787147008,/wgs84,3,-72871743,1127959642,20700,61,102,114,11509,20,38028,1171,1774,399,0,0,255,4294967295
2025/07/05/17:49:39.011457,10355,1751712578,987147008,/wgs84,3,-72871750,1127959656,20760,61,102,84,11560,20,38089,1169,1765,357,0,0,255,4294967295
2025/07/05/17:49:39.092258,10356,1751712578,987147008,/wgs84,3,-72871750,1127959656,20760,61,102,84,11560,20,38089,1169,1765,357,0,0,255,4294967295
2025/07/05/17:49:39.192680,10357,1751712578,987147008,/wgs84,3,-72871750,1127959656,20760,61,102,84,11560,20,38089,1169,1765,357,0,0,255,4294967295
2025/07/05/17:49:39.291909,10358,1751712579,187147008,/wgs84,3,-72871758,1127959667,20810,61,102,83,11799,20,38139,1166,1754,373,0,0,255,4294967295
2025/07/05/17:49:39.433955,10359,1751712579,387147008,/wgs84,3,-72871766,1127959682,20860,61,102,119,12009,20,38189,1165,1748,400,0,0,255,4294967295
2025/07/05/17:49:39.551497,10360,1751712579,387147008,/wgs84,3,-72871766,1127959682,20860,61,102,119,12009,20,38189,1165,1748,400,0,0,255,4294967295
2025/07/05/17:49:39.651933,10361,1751712579,587147008,/wgs84,3,-72871778,1127959699,20850,60,99,117,12026,21,38179,1166,1746,400,0,0,255,4294967295
2025/07/05/17:49:39.751526,10362,1751712579,587147008,/wgs84,3,-72871778,1127959699,20850,60,99,117,12026,21,38179,1166,1746,400,0,0,255,4294967295
2025/07/05/17:49:39.851321,10363,1751712579,787147008,/wgs84,3,-72871787,1127959714,20920,60,99,101,12263,21,38249,1167,1744,435,0,0,255,4294967295
2025/07/05/17:49:39.951445,10364,1751712579,787147008,/wgs84,3,-72871787,1127959714,20920,60,99,101,12263,21,38249,1167,1744,435,0,0,255,4294967295
2025/07/05/17:49:40.053797,10365,1751712579,987147008,/wgs84,3,-72871796,1127959729,21000,60,99,108,12093,21,38329,1170,1745,421,0,0,255,4294967295
2025/07/05/17:49:40.152936,10366,1751712579,987147008,/wgs84,3,-72871796,1127959729,21000,60,99,108,12093,21,38329,1170,1745,421,0,0,255,4294967295
2025/07/05/17:49:40.252855,10367,1751712580,187147008,/wgs84,3,-72871804,1127959745,21080,60,99,99,12035,21,38409,1172,1746,422,0,0,255,4294967295
2025/07/05/17:49:40.392822,10368,1751712580,187147008,/wgs84,3,-72871804,1127959745,21080,60,99,99,12035,21,38409,1172,1746,422,0,0,255,4294967295
2025/07/05/17:49:40.530758,10369,1751712580,387147008,/wgs84,3,-72871807,1127959760,21180,60,99,104,11003,21,38509,1174,1745,413,0,0,255,4294967295
2025/07/05/17:49:40.611449,10370,1751712580,587147008,/wgs84,3,-72871811,1127959778,21300,60,99,117,11369,21,38629,1178,1746,448,0,0,255,4294967295
2025/07/05/17:49:40.693061,10371,1751712580,587147008,/wgs84,3,-72871811,1127959778,21300,60,99,117,11369,21,38629,1178,1746,448,0,0,255,4294967295
2025/07/05/17:49:40.792538,10372,1751712580,587147008,/wgs84,3,-72871811,1127959778,21300,60,99,117,11369,21,38629,1178,1746,448,0,0,255,4294967295
2025/07/05/17:49:40.931245,10373,1751712580,787147008,/wgs84,3,-72871819,1127959795,21340,60,99,102,11659,21,38669,1181,1748,473,0,0,255,4294967295
2025/07/05/17:49:41.033578,10374,1751712580,987147008,/wgs84,3,-72871825,1127959810,21490,60,99,97,11563,21,38819,1184,1751,433,0,0,255,4294967295
2025/07/05/17:49:41.111682,10375,1751712580,987147008,/wgs84,3,-72871825,1127959810,21490,60,99,97,11563,21,38819,1184,1751,433,0,0,255,4294967295
2025/07/05/17:49:41.192259,10376,1751712580,987147008,/wgs84,3,-72871825,1127959810,21490,60,99,97,11563,21,38819,1184,1751,433,0,0,255,4294967295
2025/07/05/17:49:41.272698,10377,1751712581,187147008,/wgs84,3,-72871831,1127959825,21500,60,99,105,11048,21,38829,1186,1751,444,0,0,255,4294967295
2025/07/05/17:49:41.353653,10378,1751712581,187147008,/wgs84,3,-72871831,1127959825,21500,60,99,105,11048,21,38829,1186,1751,444,0,0,255,4294967295
2025/07/05/17:49:41.512090,10379,1751712581,387147008,/wgs84,3,-72871837,1127959843,21520,60,99,120,11155,21,38849,1186,1752,409,0,0,255,4294967295
2025/07/05/17:49:41.612407,10380,1751712581,587147008,/wgs84,3,-72871845,1127959861,21510,60,99,107,11115,21,38839,1187,1753,429,0,0,255,4294967295
2025/07/05/17:49:41.692131,10381,1751712581,587147008,/wgs84,3,-72871845,1127959861,21510,60,99,107,11115,21,38839,1187,1753,429,0,0,255,4294967295
2025/07/05/17:49:41.792184,10382,1751712581,587147008,/wgs84,3,-72871845,1127959861,21510,60,99,107,11115,21,38839,1187,1753,429,0,0,255,4294967295
2025/07/05/17:49:41.891798,10383,1751712581,787147008,/wgs84,3,-72871849,1127959879,21470,60,99,107,10323,21,38799,1188,1753,420,0,0,255,4294967295
2025/07/05/17:49:42.013154,10384,1751712581,987147008,/wgs84,3,-72871849,1127959898,21510,60,99,111,9851,21,38839,1190,1753,441,0,0,255,4294967295
2025/07/05/17:49:42.111830,10385,1751712581,987147008,/wgs84,3,-72871849,1127959898,21510,60,99,111,9851,21,38839,1190,1753,441,0,0,255,4294967295
2025/07/05/17:49:42.191753,10386,1751712581,987147008,/wgs84,3,-72871849,1127959898,21510,60,99,111,9851,21,38839,1190,1753,441,0,0,255,4294967295
2025/07/05/17:49:42.271783,10387,1751712582,187147008,/wgs84,3,-72871849,1127959915,21470,60,99,92,9463,21,38799,1192,1755,422,0,0,255,4294967295
2025/07/05/17:49:42.371683,10388,1751712582,187147008,/wgs84,3,-72871849,1127959915,21470,60,99,92,9463,21,38799,1192,1755,422,0,0,255,4294967295
2025/07/05/17:49:42.571264,10389,1751712582,387147008,/wgs84,3,-72871847,1127959931,21440,60,99,99,8894,21,38769,1194,1752,407,0,0,255,4294967295
2025/07/05/17:49:42.671491,10390,1751712582,587147008,/wgs84,3,-72871846,1127959947,21410,60,99,98,9223,21,38739,1195,1750,437,0,0,255,4294967295
2025/07/05/17:49:42.791252,10391,1751712582,587147008,/wgs84,3,-72871846,1127959947,21410,60,99,98,9223,21,38739,1195,1750,437,0,0,255,4294967295
2025/07/05/17:49:42.891801,10392,1751712582,787147008,/wgs84,3,-72871848,1127959962,21390,56,87,81,9414,22,38719,1197,1752,435,0,0,255,4294967295
2025/07/05/17:49:43.011960,10393,1751712582,987147008,/wgs84,3,-72871849,1127959979,21420,58,90,107,9308,21,38749,1196,1749,420,0,0,255,4294967295
2025/07/05/17:49:43.092289,10394,1751712582,987147008,/wgs84,3,-72871849,1127959979,21420,58,90,107,9308,21,38749,1196,1749,420,0,0,255,4294967295
2025/07/05/17:49:43.192183,10395,1751712582,987147008,/wgs84,3,-72871849,1127959979,21420,58,90,107,9308,21,38749,1196,1749,420,0,0,255,4294967295
2025/07/05/17:49:43.292390,10396,1751712583,187147008,/wgs84,3,-72871848,1127959997,21390,56,87,102,8995,22,38719,1196,1747,397,0,0,255,4294967295
2025/07/05/17:49:43.391958,10397,1751712583,187147008,/wgs84,3,-72871848,1127959997,21390,56,87,102,8995,22,38719,1196,1747,397,0,0,255,4294967295
2025/07/05/17:49:43.571543,10398,1751712583,387147008,/wgs84,3,-72871847,1127960015,21400,56,87,108,8760,22,38729,1197,1746,409,0,0,255,4294967295
2025/07/05/17:49:43.672521,10399,1751712583,587147008,/wgs84,3,-72871846,1127960032,21360,56,87,99,8747,22,38689,1198,1745,409,0,0,255,4294967295
2025/07/05/17:49:43.791611,10400,1751712583,587147008,/wgs84,3,-72871846,1127960032,21360,56,87,99,8747,22,38689,1198,1745,409,0,0,255,4294967295
2025/07/05/17:49:43.911990,10401,1751712583,787147008,/wgs84,3,-72871847,1127960048,21300,56,87,96,8981,22,38629,1198,1747,409,0,0,255,4294967295
2025/07/05/17:49:43.992869,10402,1751712583,987147008,/wgs84,3,-72871850,1127960066,21320,56,87,116,9761,22,38649,1198,1750,422,0,0,255,4294967295
2025/07/05/17:49:44.072159,10403,1751712583,987147008,/wgs84,3,-72871850,1127960066,21320,56,87,116,9761,22,38649,1198,1750,422,0,0,255,4294967295
2025/07/05/17:49:44.172288,10404,1751712583,987147008,/wgs84,3,-72871850,1127960066,21320,56,87,116,9761,22,38649,1198,1750,422,0,0,255,4294967295
2025/07/05/17:49:44.272147,10405,1751712584,187147008,/wgs84,3,-72871854,1127960085,21280,58,90,110,9845,21,38609,1198,1751,428,0,0,255,4294967295
2025/07/05/17:49:44.351671,10406,1751712584,187147008,/wgs84,3,-72871854,1127960085,21280,58,90,110,9845,21,38609,1198,1751,428,0,0,255,4294967295
